drive.id,Order ID,Order Date,Ship Date,Status,Customer Name,Country,City,State,Category,Product Name,Currency,Total Amount,Quantity,Profit
Not_Applicable,CA-2011-104178,2011-08-25 00:00:00,2011-08-29 00:00:00,On time,JanetMolinari,United States,Los Angeles,California,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",USD,6.28,1,2.64
Not_Applicable,CA-2011-164469,2011-06-25 00:00:00,2011-06-27 00:00:00,On time,GraceKelly,United States,Salem,Oregon,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",USD,9.33,1,0.82
Not_Applicable,CA-2014-135937,2014-02-21 00:00:00,2014-02-28 00:00:00,Delay,KatherineMurray,United States,Gilbert,Arizona,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,USD,10.64,5,3.86
Not_Applicable,US-2014-150070,2014-09-08 00:00:00,2014-09-13 00:00:00,Delay,JosephAirdo,United States,Modesto,California,Chairs,Global Low Back Tilter Chair,USD,161.57,2,-28.27
Not_Applicable,CA-2014-152310,2014-08-13 00:00:00,2014-08-20 00:00:00,Delay,DanaKaydos,United States,Seattle,Washington,Copiers,Hewlett Packard 310 Color Digital Copier,USD,299.99,1,90.0
Not_Applicable,CA-2013-158694,2013-11-11 00:00:00,2013-11-14 00:00:00,On time,ArianneIrving,United States,Los Angeles,California,Paper,Xerox 1933,USD,61.4,5,28.86
Not_Applicable,CA-2011-148040,2011-03-22 00:00:00,2011-03-26 00:00:00,On time,BethFritzler,United States,Tucson,Arizona,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,USD,314.35,3,-35.36
Not_Applicable,US-2013-119046,2013-06-03 00:00:00,2013-06-07 00:00:00,On time,EdwardHooks,United States,Seattle,Washington,Binders,Acco Translucent Poly Ring Binders,USD,11.23,3,3.93
Not_Applicable,CA-2011-151995,2011-10-13 00:00:00,2011-10-15 00:00:00,On time,ZuschussCarroll,United States,Edmonds,Washington,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,USD,213.92,4,62.04
Not_Applicable,US-2013-159093,2013-05-10 00:00:00,2013-05-15 00:00:00,Delay,RicardoSperren,United States,Los Angeles,California,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",USD,32.04,4,14.42
Not_Applicable,US-2014-120418,2014-06-12 00:00:00,2014-06-13 00:00:00,On time,BeckyCastell,United States,Peoria,Arizona,Art,Newell 319,USD,15.87,1,1.98
Not_Applicable,CA-2012-106257,2012-04-13 00:00:00,2012-04-17 00:00:00,On time,EugeneBarchas,United States,Los Angeles,California,Tables,"Iceberg OfficeWorks 42"" Round Tables",USD,241.57,2,-15.1
Not_Applicable,CA-2012-130736,2012-12-07 00:00:00,2012-12-09 00:00:00,On time,JeremyFarry,United States,Seattle,Washington,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",USD,3.96,2,0.0
Not_Applicable,US-2012-160563,2012-10-20 00:00:00,2012-10-24 00:00:00,On time,NoelStaavos,United States,San Francisco,California,Furnishings,Acrylic Self-Standing Desk Frames,USD,16.02,6,6.09
Not_Applicable,CA-2012-136700,2012-12-06 00:00:00,2012-12-11 00:00:00,Delay,DavidBremer,United States,Santa Barbara,California,Paper,Spiral Phone Message Books with Labels by Adams,USD,8.96,2,4.39
Not_Applicable,CA-2013-159016,2013-03-11 00:00:00,2013-03-12 00:00:00,On time,KarenFerguson,United States,Los Angeles,California,Paper,Rediform Voice Mail Log Books,USD,14.9,5,7.15
Not_Applicable,US-2013-163881,2013-11-25 00:00:00,2013-12-01 00:00:00,Delay,SungPak,United States,Los Angeles,California,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,USD,659.9,2,217.77
Not_Applicable,CA-2011-108189,2011-10-02 00:00:00,2011-10-05 00:00:00,On time,ErinSmith,United States,Tempe,Arizona,Supplies,Stiletto Hand Letter Openers,USD,15.36,2,-3.26
Not_Applicable,CA-2011-124737,2011-08-23 00:00:00,2011-08-27 00:00:00,On time,ArthurPrichep,United States,Denver,Colorado,Phones,Cisco SPA525G2 IP Phone - Wireless,USD,143.64,9,10.77
Not_Applicable,CA-2011-131947,2011-09-17 00:00:00,2011-09-22 00:00:00,Delay,JosephAirdo,United States,Springfield,Oregon,Paper,Riverleaf Stik-Withit Designer Note Cubes,USD,40.24,5,13.08
Not_Applicable,CA-2012-135545,2012-11-24 00:00:00,2012-11-30 00:00:00,Delay,KunstMiller,United States,Los Angeles,California,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",USD,13.98,2,6.15
Not_Applicable,CA-2014-151358,2014-08-19 00:00:00,2014-08-23 00:00:00,On time,NicoleFjeld,United States,Seattle,Washington,Storage,Fellowes Super Stor/Drawer Files,USD,323.1,2,61.39
Not_Applicable,CA-2014-123967,2014-11-02 00:00:00,2014-11-04 00:00:00,On time,SarahFoster,United States,Bellingham,Washington,Tables,Hon 94000 Series Round Tables,USD,2665.62,9,239.91
Not_Applicable,CA-2011-142769,2011-09-13 00:00:00,2011-09-13 00:00:00,On time,ResiPölking,United States,Seattle,Washington,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,USD,144.96,4,60.88
Not_Applicable,CA-2014-108574,2014-10-08 00:00:00,2014-10-12 00:00:00,On time,MikeGockenbach,United States,Los Angeles,California,Phones,Motorola HK250 Universal Bluetooth Headset,USD,128.74,7,-28.97
Not_Applicable,CA-2012-112319,2012-08-31 00:00:00,2012-09-05 00:00:00,Delay,AndrewRoberts,United States,Los Angeles,California,Paper,Xerox 226,USD,58.32,9,27.99
Not_Applicable,CA-2012-138898,2012-05-25 00:00:00,2012-05-29 00:00:00,On time,JustinHirsh,United States,Pueblo,Colorado,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,USD,845.73,13,84.57
Not_Applicable,CA-2012-165057,2012-09-11 00:00:00,2012-09-15 00:00:00,On time,StevenCartwright,United States,Redlands,California,Labels,Avery 474,USD,8.64,3,4.23
Not_Applicable,US-2014-106145,2014-09-27 00:00:00,2014-09-27 00:00:00,On time,RubenAusman,United States,San Francisco,California,Furnishings,Stackable Trays,USD,9.24,3,2.96
Not_Applicable,CA-2014-107909,2014-09-02 00:00:00,2014-09-07 00:00:00,Delay,SungShariari,United States,Redmond,Washington,Binders,Avery Metallic Poly Binders,USD,22.92,5,8.02
Not_Applicable,CA-2014-107125,2014-11-28 00:00:00,2014-12-03 00:00:00,Delay,BillDonatelli,United States,Los Angeles,California,Binders,Premium Transparent Presentation Covers by GBC,USD,117.49,7,41.12
Not_Applicable,CA-2014-169901,2014-06-16 00:00:00,2014-06-20 00:00:00,On time,ClayCheatham,United States,San Francisco,California,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,USD,47.98,3,4.8
Not_Applicable,US-2012-156867,2012-11-13 00:00:00,2012-11-17 00:00:00,On time,LenaCacioppo,United States,Aurora,Colorado,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",USD,36.88,3,-25.82
Not_Applicable,CA-2014-161893,2014-01-24 00:00:00,2014-01-28 00:00:00,On time,HaroldPawlan,United States,Tucson,Arizona,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,USD,4.94,2,-3.62
Not_Applicable,CA-2011-150203,2011-12-05 00:00:00,2011-12-07 00:00:00,On time,JoniBlumstein,United States,Los Angeles,California,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,USD,250.26,6,72.58
Not_Applicable,CA-2013-111913,2013-08-05 00:00:00,2013-08-07 00:00:00,On time,LindaCazamias,United States,Sacramento,California,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",USD,11.78,3,3.98
Not_Applicable,CA-2013-125738,2013-10-16 00:00:00,2013-10-22 00:00:00,Delay,PatrickBzostek,United States,Salt Lake City,Utah,Paper,Xerox 1982,USD,45.68,2,21.01
Not_Applicable,CA-2013-143476,2013-09-12 00:00:00,2013-09-14 00:00:00,On time,LindaCazamias,United States,Phoenix,Arizona,Paper,Xerox 1976,USD,20.74,4,7.26
Not_Applicable,CA-2014-108539,2014-03-22 00:00:00,2014-03-24 00:00:00,On time,StevenCartwright,United States,Los Angeles,California,Storage,Adjustable Depth Letter/Legal Cart,USD,725.84,4,210.49
Not_Applicable,CA-2012-167745,2012-09-18 00:00:00,2012-09-23 00:00:00,Delay,GeorgeBell,United States,Los Angeles,California,Supplies,"Elite 5"" Scissors",USD,16.9,2,5.07
Not_Applicable,CA-2012-124800,2012-09-26 00:00:00,2012-09-30 00:00:00,On time,RickWilson,United States,Mesa,Arizona,Binders,Lock-Up Easel 'Spel-Binder',USD,77.03,9,-59.06
Not_Applicable,CA-2014-150189,2014-07-09 00:00:00,2014-07-11 00:00:00,On time,VivekGonzalez,United States,San Mateo,California,Labels,Avery 485,USD,75.18,6,35.33
Not_Applicable,TRN-2026-1003,2026-03-15 00:00:00,2026-03-17 00:00:00,On time,Trainer_Account,United States,Boston,Massachusetts,Health & Household,Nicorette 2mg Nicotine Gum to Help Quit Smoking,USD,18.21,2,3.68
Not_Applicable,CA-2014-145233,2014-12-02 00:00:00,2014-12-06 00:00:00,On time,DiannaVittorini,United States,Denver,Colorado,Appliances,Fellowes Basic Home/Office Series Surge Protectors,USD,31.15,3,3.5
Not_Applicable,CA-2012-155334,2012-07-30 00:00:00,2012-07-31 00:00:00,On time,HelenAndreada,United States,San Francisco,California,Furnishings,Regeneration Desk Collection,USD,5.28,3,2.32
Not_Applicable,US-2012-126214,2012-12-21 00:00:00,2012-12-24 00:00:00,On time,JohnStevenson,United States,Seattle,Washington,Accessories,Enermax Acrylux Wireless Keyboard,USD,99.6,1,36.85
Not_Applicable,CA-2011-151995,2011-10-13 00:00:00,2011-10-15 00:00:00,On time,ZuschussCarroll,United States,Edmonds,Washington,Art,Newell 32,USD,11.52,4,3.23
Not_Applicable,CA-2012-158456,2012-12-24 00:00:00,2012-12-29 00:00:00,Delay,KeanTakahito,United States,Los Angeles,California,Binders,Avery Hole Reinforcements,USD,19.94,4,7.23
Not_Applicable,CA-2014-153787,2014-05-20 00:00:00,2014-05-24 00:00:00,On time,AnnieThurman,United States,Seattle,Washington,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,USD,97.16,2,28.18
Not_Applicable,CA-2011-111857,2011-04-23 00:00:00,2011-04-26 00:00:00,On time,NathanMautz,United States,San Francisco,California,Paper,Xerox 1891,USD,48.91,1,22.99
Not_Applicable,CA-2013-108959,2013-03-11 00:00:00,2013-03-15 00:00:00,On time,MayaHerman,United States,Glendale,Arizona,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",USD,104.7,1,6.54
Not_Applicable,CA-2013-161669,2013-11-08 00:00:00,2013-11-10 00:00:00,On time,EudokiaMartin,United States,Los Angeles,California,Binders,Ibico Plastic and Wire Spiral Binding Combs,USD,26.98,4,8.77
Not_Applicable,CA-2012-164882,2012-10-31 00:00:00,2012-10-31 00:00:00,On time,SandraGlassco,United States,Redlands,California,Storage,Mobile Personal File Cube,USD,46.84,2,12.65
Not_Applicable,CA-2013-156811,2013-10-28 00:00:00,2013-11-03 00:00:00,Delay,BartPistole,United States,San Francisco,California,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",USD,25.03,3,7.82
Not_Applicable,CA-2014-110842,2014-11-12 00:00:00,2014-11-17 00:00:00,Delay,GuyArmstrong,United States,Los Angeles,California,Binders,Ibico Plastic Spiral Binding Combs,USD,121.6,5,39.52
Not_Applicable,CA-2013-136924,2013-07-15 00:00:00,2013-07-18 00:00:00,On time,ErinSmith,United States,Tucson,Arizona,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,USD,380.86,8,38.09
Not_Applicable,US-2014-111745,2014-11-06 00:00:00,2014-11-07 00:00:00,On time,RubenAusman,United States,Farmington,New Mexico,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,USD,159.99,1,54.4
Not_Applicable,CA-2012-130848,2012-10-25 00:00:00,2012-10-25 00:00:00,On time,DeirdreGreer,United States,Denver,Colorado,Chairs,Global Highback Leather Tilter in Burgundy,USD,582.34,8,-29.12
Not_Applicable,CA-2014-134838,2014-02-20 00:00:00,2014-02-21 00:00:00,On time,EmilyDucich,United States,Los Angeles,California,Furnishings,Tensor Computer Mounted Lamp,USD,44.67,3,12.06
Not_Applicable,CA-2011-136399,2011-12-16 00:00:00,2011-12-17 00:00:00,On time,ChadCunningham,United States,Los Angeles,California,Accessories,First Data FD10 PIN Pad,USD,395.0,5,39.5
Not_Applicable,CA-2013-145898,2013-09-27 00:00:00,2013-09-27 00:00:00,On time,ChuckMagee,United States,Redlands,California,Labels,Avery 494,USD,7.83,3,3.6
Not_Applicable,CA-2014-125101,2014-03-07 00:00:00,2014-03-11 00:00:00,On time,SallyHughsby,United States,San Francisco,California,Storage,"File Shuttle II and Handi-File, Black",USD,67.78,2,16.95
Not_Applicable,CA-2013-125738,2013-10-16 00:00:00,2013-10-22 00:00:00,Delay,PatrickBzostek,United States,Salt Lake City,Utah,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",USD,41.72,5,13.04
Not_Applicable,CA-2013-129630,2013-09-05 00:00:00,2013-09-05 00:00:00,On time,IoniaMcGrath,United States,San Francisco,California,Copiers,Canon PC1060 Personal Laser Copier,USD,2799.96,5,944.99
Not_Applicable,CA-2014-156951,2014-10-02 00:00:00,2014-10-09 00:00:00,Delay,EllisBallard,United States,Seattle,Washington,Chairs,Hon Every-Day Series Multi-Task Chairs,USD,451.15,3,0.0
Not_Applicable,US-2012-114741,2012-12-06 00:00:00,2012-12-10 00:00:00,On time,IvanListon,United States,North Las Vegas,Nevada,Storage,Tennsco 6- and 18-Compartment Lockers,USD,1325.85,5,238.65
Not_Applicable,CA-2011-154781,2011-11-21 00:00:00,2011-11-26 00:00:00,Delay,SteveCarroll,United States,San Francisco,California,Paper,Tops Wirebound Message Log Books,USD,6.58,2,3.03
Not_Applicable,US-2011-157385,2011-11-23 00:00:00,2011-11-25 00:00:00,On time,SanjitChand,United States,Los Angeles,California,Chairs,Novimex Swivel Fabric Task Chair,USD,603.92,5,-67.94
Not_Applicable,CA-2012-152891,2012-10-25 00:00:00,2012-10-30 00:00:00,Delay,TrudyBrown,United States,San Francisco,California,Tables,Balt Solid Wood Rectangular Table,USD,253.18,3,-31.65
Not_Applicable,US-2014-166688,2014-05-21 00:00:00,2014-05-27 00:00:00,Delay,RickDuston,United States,Las Vegas,Nevada,Binders,Wilson Jones Impact Binders,USD,8.29,2,3.0
Not_Applicable,CA-2013-158694,2013-11-11 00:00:00,2013-11-14 00:00:00,On time,ArianneIrving,United States,Los Angeles,California,Binders,Peel & Stick Add-On Corner Pockets,USD,5.18,3,1.81
Not_Applicable,CA-2013-146325,2013-12-15 00:00:00,2013-12-18 00:00:00,On time,DavidSmith,United States,San Diego,California,Chairs,"Global Task Chair, Black",USD,81.42,2,-9.16
